"Authors","Author full names","Author(s) ID","Title","Year","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN"
"Kozak P.M.; Zlochevskyi Y.E.; Kozak L.V.; Stariy S.V.","Kozak, P.M. (23103173100); Zlochevskyi, Y.E. (57566766900); Kozak, L.V. (23985125600); Stariy, S.V. (6507806853)","23103173100; 57566766900; 23985125600; 6507806853","PROBLEMS OF PROCESSING VIDEO RECORDS OF BRIGHT BOLIDES AND FALLING SPACECRAFT REMNANTS DETECTED BY LOW-SENSITIVE HOUSEHOLD VIDEO CAMERAS IN POOR OBSERVATIONAL CONDITIONS; [ПРОБЛЕМИ ОБРОБКИ ВІДЕОЗАПИСІВ ЯСКРАВИХ БОЛІДІВ ТА ПАДАЮЧИХ ЗАЛИШКІВ КОСМІЧНИХ АПАРАТІВ, ЗАРЕЄСТРОВАНИХ МАЛОЧУТЛИВИМИ ПОБУТОВИМИ ВІДЕОКАМЕРАМИ У СКЛАДНИХ СПОСТЕРЕЖНИХ УМОВАХ]","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127870599&doi=10.15407%2fknit2021.06.085&partnerID=40&md5=57746f50e48d6bac5d8cbb97c21365ec","Taras Shevchenko National University of Kyiv, Astronomical Observatory 3 Observatorna Str., Kyiv, 04053, Ukraine; Kyiv Astronomical Club “Astropolis”, Kyiv, Ukraine; Taras Shevchenko National University of Kyiv, Physical Faculty, Kyiv, Ukraine; V. Ye. Lashkaryov Institute of Semiconductor Physics of NAS of Ukraine, Kyiv, Ukraine","Kozak P.M., Taras Shevchenko National University of Kyiv, Astronomical Observatory 3 Observatorna Str., Kyiv, 04053, Ukraine; Zlochevskyi Y.E., Kyiv Astronomical Club “Astropolis”, Kyiv, Ukraine; Kozak L.V., Taras Shevchenko National University of Kyiv, Physical Faculty, Kyiv, Ukraine; Stariy S.V., V. Ye. Lashkaryov Institute of Semiconductor Physics of NAS of Ukraine, Kyiv, Ukraine","15618889","",""
"Hu Y.-D.; Castro-Tirado A.J.; Kumar A.; Gupta R.; Valeev A.F.; Pandey S.B.; Kann D.A.; Castellón A.; Agudo I.; Aryan A.; Caballero-García M.D.; Guziy S.; Martin-Carrillo A.; Oates S.R.; Pian E.; Sánchez-Ramírez R.; Sokolov V.V.; Zhang B.-B.","Hu, Y.-D. (56229932100); Castro-Tirado, A.J. (7006060970); Kumar, A. (57226074659); Gupta, R. (57209248513); Valeev, A.F. (35173619800); Pandey, S.B. (7402453205); Kann, D.A. (10241569000); Castellón, A. (56503678600); Agudo, I. (55385524500); Aryan, A. (57209244892); Caballero-García, M.D. (12799882000); Guziy, S. (55917755600); Martin-Carrillo, A. (24468547200); Oates, S.R. (22935361700); Pian, E. (56228789900); Sánchez-Ramírez, R. (49864447600); Sokolov, V.V. (7402729929); Zhang, B.-B. (35433277700)","56229932100; 7006060970; 57226074659; 57209248513; 35173619800; 7402453205; 10241569000; 56503678600; 55385524500; 57209244892; 12799882000; 55917755600; 24468547200; 22935361700; 56228789900; 49864447600; 7402729929; 35433277700","10.4 m GTC observations of the nearby VHE-detected GRB 190829A/SN 2019oyw","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100587089&doi=10.1051%2f0004-6361%2f202039349&partnerID=40&md5=4c4a24a966308caf617adec35688dfc5","Instituto de Astrofísica de Andalucía (IAA-CSIC), Glorieta de la Astronomía s/n, Granada, 18008, Spain; Universidad de Granada, Facultad de Ciencias Campus, Fuentenueva s/n, Granada, 18071, Spain; Departamento de Ingeniería de Sistemas y Automática, Escuela de Ingenierías, Universidad de Málaga, C. Dr. Ortiz Ramos s/n, , Málaga, 29071, Spain; Aryabhatta Research Institute of Observational Sciences (ARIES), Manora Peak, Nainital, 263002, India; School of Studies in Physics and Astrophysics, Pandit Ravishankar Shukla University, Chattisgarh, 492 010, India; Department of Physics, Deen Dayal Upadhyaya Gorakhpur University, Gorakhpur, 273009, India; Special Astrophysical Observatory of Russian Academy of Sciences, Nizhniy Arkhyz, Russian Federation; Crimean Astrophysical Observatory, Russian Academy of Sciences, Nauchnyi, 298409, Russian Federation; Departamento de Álgebra, Geometría y Topología, Facultad de Ciencias, Universidad de Málaga, Campus de Teatinos s/n, Málaga, 29071, Spain; Astronomical Institute, Academy of Sciences of the Czech Republic, Boční II 1401, Prague, 141 00, Czech Republic; Mykolaiv National University, Astronomical Observatory, Mykolaiv, Ukraine; Research Institute, Mykolaiv Astronomical Observatory, Mykolaiv, Ukraine; School of Physics, O'Brien Centre for Science North, University College Dublin, Belfield, Dublin 4, Ireland; School of Physics and Astronomy, University of Birmingham, Birmingham, B15 2TT, United Kingdom; INAF, Astrophysics and Space Science Observatory, Via P. Gobetti 101, Bologna, 40129, Italy; INAF, Istituto di Astrofisica e Planetologia Spaziali, Via Fosso del Cavaliere 100, Rome, 00133, Italy; School of Astronomy and Space Science, Nanjing University, Nanjing, 210093, China; Key Laboratory of Modern Astronomy and Astrophysics (Nanjing University), Ministry of Education, Nanjing, China","Hu Y.-D., Instituto de Astrofísica de Andalucía (IAA-CSIC), Glorieta de la Astronomía s/n, Granada, 18008, Spain, Universidad de Granada, Facultad de Ciencias Campus, Fuentenueva s/n, Granada, 18071, Spain; Castro-Tirado A.J., Instituto de Astrofísica de Andalucía (IAA-CSIC), Glorieta de la Astronomía s/n, Granada, 18008, Spain, Departamento de Ingeniería de Sistemas y Automática, Escuela de Ingenierías, Universidad de Málaga, C. Dr. Ortiz Ramos s/n, , Málaga, 29071, Spain; Kumar A., Aryabhatta Research Institute of Observational Sciences (ARIES), Manora Peak, Nainital, 263002, India, School of Studies in Physics and Astrophysics, Pandit Ravishankar Shukla University, Chattisgarh, 492 010, India; Gupta R., Aryabhatta Research Institute of Observational Sciences (ARIES), Manora Peak, Nainital, 263002, India, Department of Physics, Deen Dayal Upadhyaya Gorakhpur University, Gorakhpur, 273009, India; Valeev A.F., Special Astrophysical Observatory of Russian Academy of Sciences, Nizhniy Arkhyz, Russian Federation, Crimean Astrophysical Observatory, Russian Academy of Sciences, Nauchnyi, 298409, Russian Federation; Pandey S.B., Aryabhatta Research Institute of Observational Sciences (ARIES), Manora Peak, Nainital, 263002, India; Kann D.A., Instituto de Astrofísica de Andalucía (IAA-CSIC), Glorieta de la Astronomía s/n, Granada, 18008, Spain; Castellón A., Departamento de Álgebra, Geometría y Topología, Facultad de Ciencias, Universidad de Málaga, Campus de Teatinos s/n, Málaga, 29071, Spain; Agudo I., Instituto de Astrofísica de Andalucía (IAA-CSIC), Glorieta de la Astronomía s/n, Granada, 18008, Spain; Aryan A., Aryabhatta Research Institute of Observational Sciences (ARIES), Manora Peak, Nainital, 263002, India, Department of Physics, Deen Dayal Upadhyaya Gorakhpur University, Gorakhpur, 273009, India; Caballero-García M.D., Astronomical Institute, Academy of Sciences of the Czech Republic, Boční II 1401, Prague, 141 00, Czech Republic; Guziy S., Mykolaiv National University, Astronomical Observatory, Mykolaiv, Ukraine, Research Institute, Mykolaiv Astronomical Observatory, Mykolaiv, Ukraine; Martin-Carrillo A., School of Physics, O'Brien Centre for Science North, University College Dublin, Belfield, Dublin 4, Ireland; Oates S.R., School of Physics and Astronomy, University of Birmingham, Birmingham, B15 2TT, United Kingdom; Pian E., INAF, Astrophysics and Space Science Observatory, Via P. Gobetti 101, Bologna, 40129, Italy; Sánchez-Ramírez R., INAF, Istituto di Astrofisica e Planetologia Spaziali, Via Fosso del Cavaliere 100, Rome, 00133, Italy; Sokolov V.V., Special Astrophysical Observatory of Russian Academy of Sciences, Nizhniy Arkhyz, Russian Federation; Zhang B.-B., School of Astronomy and Space Science, Nanjing University, Nanjing, 210093, China, Key Laboratory of Modern Astronomy and Astrophysics (Nanjing University), Ministry of Education, Nanjing, China","00046361","","AAEJA"
"Rubel O.; Lukin V.; Rubel A.; Egiazarian K.","Rubel, Oleksii (56925032900); Lukin, Vladimir (7102438809); Rubel, Andrii (57201771882); Egiazarian, Karen (7004998247)","56925032900; 7102438809; 57201771882; 7004998247","Selection of lee filter window size based on despeckling efficiency prediction for sentinel sar images","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106524908&doi=10.3390%2frs13101887&partnerID=40&md5=436deaf8761dda683c34e0c76d46c19b","Department of Information and Communication Technologies, National Aerospace University, Kharkiv, 61070, Ukraine; Computational Imaging Group, Tampere University, Tampere, 33720, Finland","Rubel O., Department of Information and Communication Technologies, National Aerospace University, Kharkiv, 61070, Ukraine; Lukin V., Department of Information and Communication Technologies, National Aerospace University, Kharkiv, 61070, Ukraine; Rubel A., Department of Information and Communication Technologies, National Aerospace University, Kharkiv, 61070, Ukraine; Egiazarian K., Computational Imaging Group, Tampere University, Tampere, 33720, Finland","20724292","",""
"Sazonov A.; Lipnickas A.; Augustauskas R.; Zhuchenko A.; Kovaliuk D.; Korotynskyi A.","Sazonov, Artem (57192961704); Lipnickas, Arunas (6507894206); Augustauskas, Rytis (57200184650); Zhuchenko, Anatolii (57190400873); Kovaliuk, Dmytro (57105782700); Korotynskyi, Anton (57192819298)","57192961704; 6507894206; 57200184650; 57190400873; 57105782700; 57192819298","Development of Sound Identification System for Domestic Actions Recognition","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124791587&doi=10.1109%2fIDAACS53288.2021.9660885&partnerID=40&md5=740b55b0dfbf8bbb02fee3eff33a6f12","National Technical University of Ukraine 'Igor Sikorsky Kyiv Polytechnic Institute', Automation Hardware and Software Department, Peremohy ave. 37, Building No. 19, Kyiv, Ukraine; Kaunas University of Technology, Department of Automation, Student str. 48-109, Kaunas, Lithuania","Sazonov A., National Technical University of Ukraine 'Igor Sikorsky Kyiv Polytechnic Institute', Automation Hardware and Software Department, Peremohy ave. 37, Building No. 19, Kyiv, Ukraine; Lipnickas A., Kaunas University of Technology, Department of Automation, Student str. 48-109, Kaunas, Lithuania; Augustauskas R., Kaunas University of Technology, Department of Automation, Student str. 48-109, Kaunas, Lithuania; Zhuchenko A., National Technical University of Ukraine 'Igor Sikorsky Kyiv Polytechnic Institute', Automation Hardware and Software Department, Peremohy ave. 37, Building No. 19, Kyiv, Ukraine; Kovaliuk D., National Technical University of Ukraine 'Igor Sikorsky Kyiv Polytechnic Institute', Automation Hardware and Software Department, Peremohy ave. 37, Building No. 19, Kyiv, Ukraine; Korotynskyi A., National Technical University of Ukraine 'Igor Sikorsky Kyiv Polytechnic Institute', Automation Hardware and Software Department, Peremohy ave. 37, Building No. 19, Kyiv, Ukraine","","978-166542605-3",""
"Perepelytsia O.M.","Perepelytsia, O.M. (57260210400)","57260210400","Segmentation of dental X-ray in endodontic treatment","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115006465&doi=10.26565%2f2075-3810-2021-45-02&partnerID=40&md5=26b48b269f38069b935819b629a19b5b","Kharkiv National University of Radio Electronics, 14 Nauky Ave., Kharkiv, 61166, Ukraine","Perepelytsia O.M., Kharkiv National University of Radio Electronics, 14 Nauky Ave., Kharkiv, 61166, Ukraine","20753810","",""
"Trofymchuk O.; Klymenko V.; Zagorodnia S.; Sheviakina N.; Vishnyakov V.","Trofymchuk, Oleksandr (56110310300); Klymenko, Viktoriia (57211290456); Zagorodnia, Snizhana (57211288710); Sheviakina, Natalia (57211289904); Vishnyakov, Vyacheslav (57740875800)","56110310300; 57211290456; 57211288710; 57211289904; 57740875800","STUDY OF DYNAMICS FOR SPECTRAL INDICATORS OF VEGETATION AND WETLAND ECOSYSTEMS HUMIDITY","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131946036&doi=10.5593%2fsgem2021V%2f3.2%2fs14.33&partnerID=40&md5=56935d05cc93a6dda773e8c81be6a509","Institute of Telecommunications and Global Information Space, The National Academy of Sciences of Ukraine, Ukraine; National Space Management and Testing Center, Ukraine","Trofymchuk O., Institute of Telecommunications and Global Information Space, The National Academy of Sciences of Ukraine, Ukraine; Klymenko V., Institute of Telecommunications and Global Information Space, The National Academy of Sciences of Ukraine, Ukraine; Zagorodnia S., Institute of Telecommunications and Global Information Space, The National Academy of Sciences of Ukraine, Ukraine; Sheviakina N., Institute of Telecommunications and Global Information Space, The National Academy of Sciences of Ukraine, Ukraine; Vishnyakov V., National Space Management and Testing Center, Ukraine","13142704","978-619760320-0; 978-619760322-4; 978-619760324-8; 978-619760326-2; 978-619760328-6; 978-619760330-9; 978-619760332-3; 978-619760334-7; 978-619760336-1",""
"Li F.; Krivenko S.; Lukin V.","Li, Fangfang (57217115056); Krivenko, Sergey (58309781700); Lukin, Vladimir (7102438809)","57217115056; 58309781700; 7102438809","A Modified Algorithm of Visual Quality Providing in Lossy Compression of Remote Sensing Images","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126927530&doi=10.1109%2fUkrMiCo52950.2021.9716684&partnerID=40&md5=d3985054c3cb5c2bcadf868c617775f5","Dept of Information-Communication Technologies, National Aerospace University - KhAI, Kharkiv, Ukraine","Li F., Dept of Information-Communication Technologies, National Aerospace University - KhAI, Kharkiv, Ukraine; Krivenko S., Dept of Information-Communication Technologies, National Aerospace University - KhAI, Kharkiv, Ukraine; Lukin V., Dept of Information-Communication Technologies, National Aerospace University - KhAI, Kharkiv, Ukraine","","978-166542652-7",""
"Ponomarenko M.; Bahnemiri S.G.; Egiazarian K.; Ieremeiev O.; Lukin V.; Peltoketo V.-T.; Hakala J.","Ponomarenko, Mykola (57194462882); Bahnemiri, Sheyda Ghanbaralizadeh (57202753672); Egiazarian, Karen (7004998247); Ieremeiev, Oleg (37121982400); Lukin, Vladimir (7102438809); Peltoketo, Veli-Tapani (56048214800); Hakala, Jussi (58335967200)","57194462882; 57202753672; 7004998247; 37121982400; 7102438809; 56048214800; 58335967200","Color Image Database HTID for Verification of No-Reference Metrics: Peculiarities and Preliminary Results","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111409853&doi=10.1109%2fEUVIP50544.2021.9484005&partnerID=40&md5=9f2ff222453b95fcbad73bf38bffdea9","Tampere University, Finland; National Aerospace University, Ukraine; Huawei Finland, Finland","Ponomarenko M., Tampere University, Finland; Bahnemiri S.G., Tampere University, Finland; Egiazarian K., Tampere University, Finland; Ieremeiev O., National Aerospace University, Ukraine; Lukin V., Huawei Finland, Finland; Peltoketo V.-T., Huawei Finland, Finland; Hakala J., Huawei Finland, Finland","24718963","978-166543230-6",""
"Shvaiko V.; Bandurka O.; Shpuryk V.; Havrylko Y.","Shvaiko, Valerii (58729057700); Bandurka, Olena (57962096800); Shpuryk, Vadym (58729057800); Havrylko, Yevhen (57209577093)","58729057700; 57962096800; 58729057800; 57209577093","METHODS FOR DETECTING FIRES IN ECOSYSTEMS USING LOW-RESOLUTION SPACE IMAGES; [METODY WYKRYWANIA POŻARÓW W EKOSYSTEMACH PRZY UŻYCIU ZDJĘĆ SATELITARNYCH O NISKIEJ ROZDZIELCZOŚCI]","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141769400&doi=10.35784%2fiapgos.2576&partnerID=40&md5=69a298ec736abb4dc3bf1d599dfdc392","The National Technical University of Ukraine ”Igor Sikorsky Kyiv Polytechnic Institute”, Heat Power Engineer Department, Automation of Projection of Power Processes and Systems, Kyiv, Ukraine; Department Automation of Design of Energy Processes and Systems, National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute"", Kyiv, Ukraine; Department of Computer Aided Design at National Technical University, Ukraine; Design of Energy Processes and Systems, National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute"", Kyiv, Ukraine","Shvaiko V., The National Technical University of Ukraine ”Igor Sikorsky Kyiv Polytechnic Institute”, Heat Power Engineer Department, Automation of Projection of Power Processes and Systems, Kyiv, Ukraine; Bandurka O., Department Automation of Design of Energy Processes and Systems, National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute"", Kyiv, Ukraine; Shpuryk V., Department of Computer Aided Design at National Technical University, Ukraine; Havrylko Y., Design of Energy Processes and Systems, National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute"", Kyiv, Ukraine","20830157","",""
"Balovsyak S.V.; Derevyanchuk O.V.; Kravchenko H.O.; Kroitor O.P.; Tomash V.V.","Balovsyak, S.V. (6506889690); Derevyanchuk, O.V. (14831154800); Kravchenko, H.O. (57454650400); Kroitor, O.P. (24281416600); Tomash, V.V. (57454702400)","6506889690; 14831154800; 57454650400; 24281416600; 57454702400","Computer system for increasing the local contrast of railway transport Images","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124685333&doi=10.1117%2f12.2615761&partnerID=40&md5=145d02cd24c8db7109b1739518906dbd","Yuriy Fedkovych Chernivtsi National University, 2, Kotsyubynsky Str., Chernivtsi, 58032, Ukraine; High State Educational Establishment «Chernivtsi Transport College», 73, 28th of June Str., Chernivtsi, 58000, Ukraine","Balovsyak S.V., Yuriy Fedkovych Chernivtsi National University, 2, Kotsyubynsky Str., Chernivtsi, 58032, Ukraine; Derevyanchuk O.V., Yuriy Fedkovych Chernivtsi National University, 2, Kotsyubynsky Str., Chernivtsi, 58032, Ukraine; Kravchenko H.O., High State Educational Establishment «Chernivtsi Transport College», 73, 28th of June Str., Chernivtsi, 58000, Ukraine; Kroitor O.P., Yuriy Fedkovych Chernivtsi National University, 2, Kotsyubynsky Str., Chernivtsi, 58032, Ukraine; Tomash V.V., Yuriy Fedkovych Chernivtsi National University, 2, Kotsyubynsky Str., Chernivtsi, 58032, Ukraine","0277786X","978-151065128-9","PSISD"
