University Name;Count
Igor Sikorsky KPI;2
Institute of Space Research of National Academy of Sciences of Ukraine;2
Department of mine surveying;2
Institute of Cybernetics;2
Odessa Academy of Refrigeration;2
Medical Institute of false ;2
Space Weather Laboratory;2
Central Scientifically-Research Institute of Armaments and Military Equipment of the Armed Forces of Ukraine;2
false  (SumDU);2
Department of Pediatrics;2
National University of Kyiv;2
Department of Theory;2
Aisblik Company;2
General Staff of the Armed Forces of Ukraine;2
Cherkasy Institute of Fire Safety named after Chornobyl Heroes of National University of Civil Defense of Ukraine;2
Aircraft Radio-Electronic Systems Design;2
The Department of Pediatrics 2;2
V.P. Kukhar Institute of Bioorganic Chemistry and Petrochemistry of the National Academy of Science of Ukraine;2
Department of Public Health;2
International Center Institute of Applied Optics NAS of Ukraine;2
Department of Computer Sciences and Software Engineering;2
false  "igor Sikorsky Kyiv Polytechnic Institute";2
Yangel Yuzhnoye State Design Office;2
VITech Lab;2
Zaporozhzhia National University;2
Department of Optimal Control and Economical Cybernetics;2
Department of intelligent Software Systems;2
Department of Human Anatomy;2
E.O. Paton Electric Welding Institute of the NAS of Ukraine;2
Ukrainian State Academy of Railway Transport;2
Educational and Scientific Complex "Institute for Applied System Analysis" of the false  "Igor Sikorsky Kyiv Polytechnic Institute";2
Ciklum;2
Institute of General and Inorganic Chemistry;2
Department of Computational Physics;2
Department of Environmental Management and Entrepreneurship;2
Mechnikov Odessa National University;2
NAU KhAI;2
TernopilIvan Puluj National Technical University;2
Kharkiv National Medical University (KhNMU);2
Institute of Geodesy;2
Ukrainian Scientific Research and Design Institute for Industrial Technology;2
Department of Mathematical Methods of System Analysis;2
Dnipropetrovsk National University of Railway Transport;2
Military-Diplomatic Academy Named Eugene Bereznyak;2
Institute of Postgraduate Education;2
V. Karazin Kharkiv National University;2
Institute of Geophysics of Ukraine National Academy of Science;2
Institute of Humanitarian Studies;2
Kyiv Academic University;2
Department of Foreign Languages and Professional Communication;2
false  ‘Igor Sikorsky Kyiv Polytechnic Institute’;2
Department of Banking;2
Institute of Electrodynamics National Academy of Science of Ukraine;2
Odessa I.I. Mechnikov National University;2
State Economic Technological University of Transport;2
Multi-profile clinic Into-Sana;2
State University of Transport Economy and Technologies;2
Department of Economic and Mathematical Modelling;2
Department of Criminal Law Disciplines;2
Lviv National University;2
Cherkasy Institute of Fire Safety named after Chornobyl Heroes of National University of Civil Defence of Ukraine;2
Office of Special Forces;2
International Scientific and Training Center of Information Technologies and Systems;2
Department of Computer Science and Information Technology;2
Dnieper National University Named by Oles Honchar;2
Donbas State Pedagogical University;2
Department of Forest Mensuration and Forest Management;2
Institute of Plant Variety Examination;2
false ;2
Scientific and Technical Library;2
International Research and Training Center for Information Technologies;2
Department of Automated Systems of Information Processing;2
Department of Food Technology;2
State Scientific Research Institute of Armament and Military Equipment Testing and Certification;2
Faculty of Computer Systems and Automation;2
Department of Methods and Systems of Remote Sensing;2
Department of International Relations;2
Department of Systems Management Life Safety;2
University of the State fiscal service of Ukraine;2
Department of Internal Medicine N2;2
false  "Igor Sikorsky Kiev Polytechnic Institute";2
M. Ye. Zhukovsky false  "Kharkiv Aviation Institute,";2
Institute of Mathematical Machines and Systems Problems of National Academy of Sciences of Ukraine;2
Informatics and Applied Mathematics Department;2
Amosov National Institute of Cardiovascular Surgery;2
Software Supply Systems Department;2
Guild of Geodesist Engineers;2
S.I. Subbotin Institute of Geophysics;2
National University of "Kyiv Mohyla Academy";2
Institute of Technical Thermal Physics;2
Doctor of Technical Science;2
Ministry of Health of Ukraine;2
Dnipropetrovsk State Agrarian University;2
International Research and Training;2
Kamianets-Podilskyi Ivan Ohiienko National University;2
Department of Radio Electronic Systems;2
Kharkiv false ;2
Department of Mathematical Support of Computer Systems;2
Remote Sensing Department;2
V. I. Vernadsky Crimean Federal University;2
Odesa Mechnikov National University;2
Institute for Low Temperature Physics;2
Library;2
Scientific-Research Institute of Military Intelligence;2
Department of Finance and Economics;2
L.M. Litvinenko Institute of Physical Organic and Coal Chemistry;2
International Research and Training Center for IT and Systems;2
Polytechnic National University;2
false  KPI;2
Institute of Applied Mathematics and Mechanics of the NAS of Ukraine;2
National Air Force University;2
Ukrainian Lingua-Information Fund of NAS of Ukraine;2
Magnetic Sensor Laboratory;2
Department of Finance and Entrepreneurship;2
Odesa Polytechnic State University;2
State Biotechnology University;2
Educational and Research Institute of Physics and Technology;2
Ukrainian State University of Science and Technology;2
Space Research and Communication Center;2
Institute of Transport Systems and Technologies;2
Dept. of Geo-information Technologies and Space Monitoring of the Earth;2
Department of Business Economics and Entrepreneurship;2
Aerospace Radio-Electronic Systems Department;2
Kyiv School of Economics;2
Odessa National Polytechnical University;2
Ukrainian Research and Design Institute of Industrial Technology;2
Department of Software Tools and Technologies;2
Department of System Programming and Specialized Computer Systems;2
International University of Finance;2
Engineering Cybernetics Department;2
Computer Engineering and Programming Department;2
JSC Dneprospetsstal;2
Lviv Centre of Institute for Space Research;2
Department of Informatics (INF);2
Scientific and Research Institute of Geodesy and Cartography;2
POLTAVA STATE MEDICAL UNIVERSITY;2
Ivano-Frankivsk National University of Oil and Gas;2
National University of Construction and Architecture;2
Karpenko Physico-Mechanical Institute of NASU;2
Institute of Telecommunications and Global Information Space of NAS of Ukraine;2
Department of Accounting and Auditing;2
Department Propaedeutics of Internal Medicine;2
Department for Information Technologies of Inductive Modelling;2
LLC "DTEK Energy";2
Department of Transmitters Receivers and Signal Processing;2
Department of Radio and Television Broadcasting;2
Marketing and Logistics Department;2
Department of Reinforced Concrete and Stone Structures;2
Department of Oncology;2
KPI false ;2
University of the State Fiscal Service of Ukraine;2
Kharkiv National University of Air Force;2
Kharkiv State Academy of Culture;2
Department of Infocommunication Engineering;2
Banking University;2
Depatment of Artificial Intelligence;2
Odessa State Academy of Civil Engineering and Architecture;2
Kharkiv V.N. Karazin National University;2
The National University of Ostroh Academy;2
Department of Public Administration;2
Scientifically Research Institute of the Ministry of Internal Affairs;2
Department of Computer-Integrated Technologies Automation and Mechatronics;2
Department of Administrative and Information Law;2
Ukrainian National Tchaikovsky Academy of Music;2
Software Engineering and Business Faculty;2
Department of Computer Sciences and Technologies;2
NTUU "Igor Sikorsky KPI";2
Faculty of Mining and Ecology;2
National Academy of Science of Ukraine;2
Priazovie State Technical University;2
Department of Space Radio Physics;2
South Ukrainian National Pedagogical University named after K.D. Ushynsky;2
Department of Software Engineering and Cybersecurity;2
NTU "KhPI";2
Department of Microbiology and Epidemiology;2
Laboratory of Modification of Polymers;2
Kamianets-Podilskyi National Ivan Ohiienko University;2
Department of Ophthalmology;2
Department of Informatics and Computer Technique;2
Scientific Library;2
Department of Electronics;2
Research Institute;2
Grammarly;2
Dnipropetrovsk National University;2
Institute of Special Communication and Information Protection;2
Donetsk Institute for Physics and Engineering;2
Department of Financial Law;2
Verkhovna Rada of Ukraine;2
Independent Researcher;2
