index;name;#publications;#publishers;publishers;density
4614;Defence Intelligence Research Institute;3;3;"57429718700; 58695079600; 58697828100";1
4647;State Institution «V.P. Komisarenko Institute of Endocrinology and Metabolism of the National Academy of Medical Sciences of Ukraine»;3;8;"6701784882; 58794597200; 14045276900; 7801346199; 58793626200; 6507446889; 57211669523; 58577652300";0,375
4881;Volodymyr Vynnychenko Central Ukrainian State University;3;4;"57224194088; 36069805800; 57211290315; 57209170870";0,75
1;Analytical Chemistry Department;2;5;"12144153100; 55624545100; 56494985600; 7003330041; 17433777200";0,4
11;Department of Evolutionary and Environmental Biology;2;1;7005384793;2
14;International Research and Training Centre of Information Technologies and Systems;2;1;25823057300;2
30;Institute of Economics and Management;2;2;"57216976234; 24479460500";1
39;Dept. of Receivers;2;5;"14522143700; 57205017240; 58309781700; 7102438809; 7005723502";0,4
41;Carpathians State Center of Informative Tools and Technologies of NASU;2;5;"57189322617; 36069904600; 36069307500; 36069938500; 57188574216";0,4
52;Donetsk Institute for Physics and Engineering;2;2;"6701406379; 57200331021";1
59;Vinnitsa State Technical Univ.;2;3;"6603538425; 55643472600; 55523102357";0,666666667
64;L.M. Litvinenko Institute of Physical Organic and Coal Chemistry;2;3;"7006052868; 15119072900; 7006380024";0,666666667
65;KPI National Technical University of Ukraine;2;2;"6604041249; 56181295000";1
70;false National Taras Shevchenko University;2;5;"6505483164; 12041673100; 36186768500; 55266547800; 7004891576";0,4
75;Institute for Low Temperature Physics;2;2;"35615520900; 56271262500";1
77;Institute of Technical Thermal Physics;2;6;"6602074819; 55657185900; 7003313701; 55657179500; 55656982300; 55657018900";0,333333333
79;National Technical University Kharkov Polytechnic Institute;2;5;"11540077800; 6602294185; 35468409700; 6602890228; 35558280500";0,4
80;Donets'k National University;2;6;"6602558439; 36448698300; 25722235400; 36646009300; 6603500198; 36242441600";0,333333333
113;Institute of Cell Biology and Gene Engineering;2;3;"6506319991; 6603518893; 35176047600";0,666666667
127;Aisblik Company;2;3;"36613244800; 55355160300; 7003325384";0,666666667
128;Odessa Academy of Refrigeration;2;3;"36613178700; 42762554800; 36613016700";0,666666667
144;Yaroslav Mudryi National Academy of Law of Ukraine;2;3;"57870695700; 14119801200; 56438476300";0,666666667
151;Remote Sensing Department;2;3;"6602725409; 57201579402; 7102703183";0,666666667
157;International Center for Molecular Physiology;2;7;"37063775700; 36769906700; 7003503916; 55964327300; 55404057900; 14059306600; 7004524962";0,285714286
162;Institute of Applied Systems Analysis;2;3;"37065381400; 36926628600; 7004316033";0,666666667
163;Institute of Applied Optics;2;4;"14826651000; 55924631000; 6507339470; 57522744000";0,5
175;Khmelnitskiy National University;2;2;"37561138500; 57217176350";1
177;International Center for Molecular Physiology (Dnipropetrovsk Division);2;2;"7004524962; 6603394503";1
179;Road Transport Faculty;2;1;23990790000;2
181;TSI2M Laboratory;2;1;18042670600;2
184;Informational Technologies Department;2;1;48861029000;2
186;Open International University of Human Development;2;4;"57205899997; 6602363804; 6701714823; 55996605500";0,5
194;Bucovinian State Medical University;2;2;"7801664053; 46461030700";1
205;Laboratory of Epigenetics;2;2;"41861685600; 6603146814";1
216;Donbass State Mechanical Engineering Academy;2;4;"36069003600; 6603098591; 9235146100; 7004896784";0,5
219;Institute of Radiophysics and Electronics;2;4;"6701500234; 9633813000; 57214782106; 9250016300";0,5
232;Institute of Bioorganic and Petrochemistry;2;3;"57211633144; 36772405000; 6701780283";0,666666667
240;Research Institute of Intelligent Computer Systems;2;3;"35518445600; 24178023300; 6603541176";0,666666667
243;Candidate of Technical Sciences;2;3;"57208784368; 57211394013; 6506291738";0,666666667
244;Ukrainian Hydrometeorological Institute;2;5;"7007124791; 6601986274; 57222156952; 37065976800; 57211316466";0,4
250;International Scientific and Training Center of Information Technologies and Systems;2;1;7004098055;2
292;Institute of Pulse Processes and Technologies;2;3;"57189565358; 55327909800; 57266746000";0,666666667
304;Institute of General and Inorganic Chemistry;2;5;"7003836609; 6603456810; 24468846800; 56282695900; 6507244016";0,4
305;International Center Institute of Applied Optics NAS of Ukraine;2;2;"37011869800; 7006957897";1
308;Dnipropetrovsk National University;2;3;"6507275357; 55405925300; 35607382900";0,666666667
321;JSC Dneprospetsstal;2;4;"35106013700; 56864435400; 7004167496; 57193392620";0,5
322;Institute of Applied Mathematics and Mechanics of the NAS of Ukraine;2;3;"16202244000; 55053361500; 16040765700";0,666666667
327;Priazovie State Technical University;2;2;"35321905500; 36008662800";1
345;South Ukrainian National Pedagogical University named after K.D. Ushynsky;2;4;"57196464557; 7004100768; 57190260271; 57207533280";0,5
346;Department of Ophthalmology;2;4;"7103178429; 57204158719; 58327199300; 55218954700";0,5
355;Polytechnic National University;2;4;"55225633200; 7801590982; 36600937300; 35867827400";0,5
366;National Technical University KPI;2;3;"57220219163; 55226627300; 57192681564";0,666666667
371;Karpenko Physico-Mechanical Institute of NASU;2;5;"7003965488; 24479899900; 6507619885; 57218240455; 6701701199";0,4
373;Ivano-Frankivsk National University of Oil and Gas;2;7;"57189322617; 57210604967; 57210604713; 57210603240; 57210600509; 57210598705; 57212601956";0,285714286
376;false Centre of Institute for Space Research;2;4;"55846074600; 55845922500; 7005712075; 6506649475";0,5
398;Laboratory of Holography;2;3;"8633977800; 8633977700; 8633977600";0,666666667
404;Institute of Electron Physics;2;2;"56016639000; 57206659032";1
410;National Research Center for Radiation Medicine;2;8;"7101780509; 6603901937; 57220399317; 37052320800; 37052757300; 16028378400; 10541031300; 6506692250";0,25
419;Department of Cellular Membranology;2;11;"57757675500; 8835977100; 57218262791; 7005900367; 7005425654; 6506098107; 55123083500; 23467763500; 56485263800; 55260214900; 6506819864";0,181818182
422;Institute of Cybernetics;2;5;"6603918826; 58734158000; 57214938708; 8708467600; 56422270700";0,4
423;National University of false;2;2;"55821610500; 7004098913";1
439;Ukrainian State Academy of Railway Transport;2;1;8256868600;2
446;Department of Inorganic and Organic Chemistry;2;1;15135626200;2
452;Institute of Environmental Geochemistry;2;3;"6603181059; 24577681200; 55541292900";0,666666667
455;Institute of Physics of NAS of Ukraine;2;6;"12784916300; 24281229500; 6508169156; 6507946693; 7202612580; 6507596942";0,333333333
456;International Center;2;4;"37011869800; 7003998319; 55976188800; 7006957897";0,5
457;Rivne Regional Oncological Hospital;2;1;55553505700;2
464;Mechnikov Odessa National University;2;4;"6602076865; 55550732300; 7003959486; 55587817900";0,5
484;International Research and Training Center for Information Technologies;2;2;"6602751396; 7003741007";1
501;Institute of Archaeology;2;2;"15029505800; 57204977284";1
510;N.S. Polyakov Institute of Geotechnical Mechanics;2;4;"56448417600; 57209973825; 6601972942; 56447926500";0,5
514;Institute for Sorption and Problems of Endoecology of National Academy of Sciences of Ukraine;2;2;"7003910200; 7005488351";1
529;PAO Ukrgrafit;2;2;"12039619800; 12767051600";1
531;Department of Computer Equipment and Programming;2;4;"55816729000; 55225664000; 57207676390; 56448583600";0,5
537;Department of Solid State Physics;2;5;"55550563700; 6701706284; 14036886100; 36245422900; 57211755807";0,4
540;ChemEx Laboratory;2;3;"57221974272; 7004207231; 9733026800";0,666666667
546;Scientific Centre for Aerospace Research of the Earth NAS of Ukraine;2;4;"55781766400; 16176794100; 55781750200; 55843278100";0,5
551;Yuriy Fedkovich National University;2;1;27268078700;2
554;Pukhov Institute for Modeling in Energy Engineering;2;2;"55839341600; 57198489973";1
556;Deutsches Elektronen-Synchrotron (DESY);2;2;"23989902000; 8281434800";1
573;A.V. Bogatsky Physico-Chemical Institute of National Academy of Sciences of Ukraine;2;8;"57000321900; 6504199861; 6507794566; 46761166700; 7004389944; 56341702500; 57209307697; 57210791766";0,25
575;M.P. Semenenko Institute of Geochemistry;2;5;"24280906100; 58494150700; 57212001099; 58493198500; 58493954400";0,4
579;International Research/Training Center for Information Technology and Systems;2;4;"57216895904; 57216892006; 13008144000; 55871913800";0,5
585;Department of the Telecommunication Technologies and Automation;2;4;"7006204952; 55906594800; 55644806400; 6506291738";0,5
596;Ukrainian Institute of Speleology and Karstology;2;1;6602857877;2
597;Dept of Signal Transmission;2;3;"55942683600; 7102438809; 56363478400";0,666666667
609;Institute of Neurology;2;3;"57210556078; 36198353900; 55968618900";0,666666667
627;Institute of Geology and Geochemistry of Combustible Minerals;2;3;"7801462266; 58416357300; 36551461400";0,666666667
634;Computer science department;2;1;56001988500;2
635;NSC Kharkov Institute of Physics and Technology;2;13;"8977732000; 24530475700; 6507354050; 26667988400; 15924006500; 7006771064; 7003356620; 7007076941; 40761209900; 14621880500; 6508084546; 6602547226; 6504060652";0,153846154
643;Department of Information Computing Systems and Control;2;2;"24178023300; 16552460800";1
655;IC Institute of Applied Optics;2;3;"7003998319; 56032259500; 57188836653";0,666666667
660;Department of Parasitology;2;1;7005688055;2
661;false V. N. false National University;2;5;"57968301400; 57213087184; 56045838900; 6602956108; 7103033519";0,4
673;Joint Institute for Nuclear Research;2;3;"37063737200; 35756050500; 7103324631";0,666666667
682;Institute of Astronomy of false National University;2;3;"6602552729; 26021753800; 26021682900";0,666666667
683;M. V. Lomonosov Moscow State University;2;1;7102624686;2
685;Institute of Cell Biology;2;10;"8364990200; 57197403433; 56144795900; 26039321200; 41262595000; 16494911500; 15764405300; 56118055400; 6507369141; 35598546300";0,2
691;Shevchenko false National University;2;3;"6603019800; 6603891022; 16414982900";0,666666667
693;Institute for Problems of Cryobiology and Cryomedicine;2;2;"55933540700; 6602778501";1
710;false Center of Institute of Space Research;2;3;"56178554100; 7005712075; 56178561000";0,666666667
713;Taurida National University;2;1;16024435800;2
714;Institute of Geological Sciences of the National Academy of Sciences of Ukraine;2;3;"56358487700; 54394734200; 57194443979";0,666666667
718;Ivano-Frankivs'k National Technical University of Oil and Gas;2;3;"26537207200; 55279234600; 35311021400";0,666666667
720;Department of Genetics and Biotechnology;2;6;"57190765036; 23982835300; 58082863400; 7103033524; 57205689588; 57190812609";0,333333333
723;Tecnológico de Monterrey (ITESM);2;2;"15080666500; 23492504900";1
750;Department of Mechanical Engineering;2;2;"21734751900; 15521025800";1
756;National Science Center;2;6;"6506175809; 6602761942; 7006729820; 36619791600; 6602684633; 6602356346";0,333333333
757;Petro Vasilenko false National Technical University of Agriculture;2;3;"6602326045; 56331055200; 55890931200";0,666666667
778;Ukrainian State Research and Design Institute of Mining Geology;2;6;"56114584100; 25640789900; 56085165700; 55998595000; 6603130341; 57218902338";0,333333333
788;Department of Genetics and Cytology;2;2;"7004037223; 8293792700";1
797;Usikov Institute of Radio Physics and Electronics;2;2;"7003373777; 8280079200";1
798;Sevastopol Banking Institute;2;1;24377155100;2
802;SumDU;2;4;"57195345847; 56436858700; 56435612600; 56436622000";0,5
833;National Technical University of Ukraine “false Polytechnic Institute”;2;6;"56377533500; 57133217100; 36053573500; 57293090900; 7004974563; 56534070400";0,333333333
840;Department of Cytology;2;2;"7005667285; 57217134528";1
841;Department of Functional Diagnostics;2;1;6602755510;2
847;General Knowledge Machine Research Group;2;1;6602664028;2
848;Department of Computer Mathematics and Mathematical Modeling;2;1;24723278200;2
849;Department of Economical Cybernetics and Marketing Management;2;1;24722815200;2
853;Department of Neuroscience;2;1;55354417200;2
854;Space Research Institute NAS Ukraine;2;6;"55795545300; 6507365226; 56470682500; 57202323039; 56667743100; 6602485938";0,333333333
864;Luhansk Taras Shevchenko National University;2;3;"56736864600; 58065449900; 58065175100";0,666666667
889;Glushkov Institute of Cybernetics of NAS of Ukraine;2;2;"55394044700; 6602577533";1
904;O. Honchar Dnipropetrovsk National University;2;4;"57190372318; 57201902879; 15122731600; 6505609275";0,5
905;Ivano-Frankivsk National Technical;2;7;"57218346139; 57194426734; 35093092400; 57189322677; 8342928100; 55991578200; 57189321098";0,285714286
919;“L’vivs’ka Politekhnika” National University;2;2;"56983067400; 8878713100";1
931;Vinnitsya National Technical University;2;5;"55645005400; 55645302100; 57195681810; 57105585500; 6603117582";0,4
945;Kerch State Maritime Technological University;2;4;"57094875700; 56658627600; 57803979300; 56559958300";0,5
958;PADCFM Department;2;1;57188574014;2
968;Electronics Department;2;3;"55357892600; 55901064700; 6508345569";0,666666667
1010;State Museum of Natural History;2;3;"54389045100; 57221820520; 55345289700";0,666666667
1013;Faculty of Accounting and Audit;2;1;56205106000;2
1029;Department of Botany;2;3;"57211579630; 57193743485; 6505565612";0,666666667
1030;ICF Alliance for Public Health;2;5;"56458099300; 56082130700; 56769263200; 56458921200; 56769236200";0,4
1045;Department of Electric Transport;2;3;"57190487727; 57192821193; 57190497557";0,666666667
1047;Space Weather Laboratory;2;1;54392636100;2
1049;CSNSM;2;1;10044440800;2
1050;Institute of Space Research of National Academy of Sciences of Ukraine;2;2;"57209536574; 6602485938";1
1063;NAU false;2;2;"57189332649; 23397933100";1
1064;KSMA;2;1;56784308400;2
1077;State University of Transport Economy and Technologies;2;4;"7006204952; 36925116300; 55600969000; 6506291738";0,5
